0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7.7022,6.5088,6.8512,5.7586,4.5752,3.1335,3.7984,5.4841,6.6341,6.3481,5.3668,3.8447
10.288,4.8088,6.0979,10.038,12.017,10.215,9.7945,6.9352,11.266,12.669,6.2463,5.5235
1.6668,1.09,1.7021,2.1483,2.1118,2.1873,5.2163,3.8045,1.8932,2.1812,1.3985,1.6712
0.86468,0.94913,0.90087,1.5281,1.1142,1.2031,3.4894,2.6615,1.6951,1.2413,0.77368,0.52011
0.78402,0.89143,0.98959,1.1634,0.84821,0.57513,1.5771,1.1133,0.8489,0.83145,0.44812,0.38414
0.53182,0.63994,0.94669,1.0691,0.67378,0.55465,1.2365,1.0957,0.58566,0.47684,0.27183,0.32956
0.88889,1.2026,1.7752,2.2441,2.4696,1.7448,1.5763,1.5366,1.3941,1.146,0.71099,0.62025
0.91593,0.95403,0.92608,1.0953,0.929,0.76957,1.0715,0.71856,0.53267,0.42135,0.42169,0.46946
0.70052,0.46486,0.44677,0.64795,0.44021,0.34615,0.75446,0.58052,0.36786,0.34733,0.28979,0.41815
0.42955,0.31896,0.40009,0.52068,0.30879,0.28818,0.62023,0.6541,0.39546,0.32865,0.29281,0.34474
0.8525,0.52112,0.52602,0.54211,0.31828,0.45845,0.74402,0.69045,1.0026,0.9335,0.57019,0.48777
0.68363,0.45625,0.44704,0.50382,0.31889,0.41045,0.80509,0.76637,1.0937,0.96996,0.6452,0.58485
0.48302,0.42226,0.37418,0.36365,0.26667,0.26512,0.45999,0.68408,0.62407,0.55377,0.45572,0.39547
0.29979,0.28893,0.29526,0.28227,0.16247,0.23026,0.43759,0.58242,0.39306,0.40601,0.32426,0.33014
0.39635,0.27253,0.26212,0.21402,0.1228,0.23885,0.41536,0.4382,0.28356,0.27533,0.25662,0.38401
0.27809,0.23105,0.19288,0.18249,0.085569,0.18248,0.3706,0.53288,0.24189,0.22184,0.24585,0.27912
0.55769,0.62217,0.70286,0.48489,0.4953,0.59808,0.41256,0.43993,0.49158,0.4673,0.44768,0.44722
0.82121,1.0667,1.0143,1.4753,2.1067,1.3727,1.0099,0.94645,1.1519,1.0005,0.85761,0.76208
0.56022,0.43832,0.36428,0.38693,0.2942,0.54321,0.7481,0.47037,0.43521,0.40338,0.42521,0.40925
0.52193,0.31321,0.26016,0.27935,0.19009,0.29325,0.59869,0.44882,0.28165,0.25855,0.29032,0.37802
0.42326,0.29236,0.30182,0.23687,0.13773,0.30199,0.53041,0.42944,0.41495,0.33877,0.35102,0.40683
0.6079,0.54474,0.43422,0.33574,0.20959,0.56888,1.1577,0.75475,0.87044,0.84039,0.53725,0.51811
0.79158,0.57503,0.39727,0.37154,0.27187,0.43551,0.84984,0.83368,1.2142,0.99697,0.60908,0.5
0.66761,0.41309,0.29326,0.22849,0.13801,0.23596,0.48198,0.66556,0.45759,0.38574,0.44239,0.59848
0.54786,0.3457,0.25617,0.18983,0.11728,0.16478,0.39702,0.5509,0.28843,0.30016,0.37763,0.54609
1.7775,1.4575,1.4192,1.1991,1.1088,1.1135,1.3278,1.318,1.1099,1.0062,0.99407,0.99443
14.95,8.6874,10.172,13.041,13.07,8.8471,9.971,11.074,15.293,15.65,9.4336,7.6248
2.4721,2.2398,3.1872,2.4633,4.0201,3.6871,5.1316,4.6553,2.5696,3.351,3.5531,2.835
1.4222,1.4615,1.6684,2.3034,2.235,1.7322,3.1379,2.3299,1.7061,1.1589,0.98575,1.1086
0.78767,0.8105,1.1582,1.2649,0.78268,0.83527,1.7831,1.2339,0.77667,0.9448,0.59803,0.57607
0.46383,0.51787,0.42074,0.60819,0.46668,0.46159,0.98693,0.69749,0.43649,0.34161,0.31393,0.47559
0.63595,0.51021,0.80384,0.77823,0.42722,0.57426,0.9361,0.91211,0.96196,0.79356,0.58323,0.59897
0.61159,0.47716,0.5438,0.61458,0.35854,0.51408,1.0748,0.86852,0.66411,0.57507,0.47938,0.54136
0.58533,0.51925,0.38455,0.48376,0.35532,0.51618,0.82177,0.77209,1.0685,0.96789,0.65144,0.69024
0.59154,0.39804,0.4063,0.39851,0.22447,0.40939,0.74891,0.72708,0.46253,0.35305,0.39524,0.50335
0.48387,0.29137,0.23586,0.28097,0.15286,0.28442,0.51939,0.47646,0.314,0.36415,0.39442,0.64391
8.0859,6.2129,5.972,4.4355,3.3671,2.9148,3.9612,5.5624,6.3736,6.8574,6.3135,5.0481
12.555,7.0841,7.6085,8.2448,6.6917,7.0032,7.7671,6.1711,12.412,15.328,8.2315,7.5684
17.188,9.3108,10.361,10.765,9.5164,7.9133,8.7719,10.009,16.301,19.12,11.402,8.921
2.8381,2.4311,4.0356,3.3435,2.26,2.491,3.8616,2.6603,2.7282,3.4059,3.6988,3.2756
1.5097,1.4504,1.5057,1.6618,1.1907,0.99198,2.9601,2.0026,1.7364,1.5699,1.0372,0.99475
0.98655,0.94704,1.0526,1.1505,0.7106,0.70899,1.7088,1.4604,1.0742,1.2562,0.58839,0.44254
0.88494,0.88338,0.82958,1.0614,0.717,0.6476,1.122,0.90434,1.3381,1.1356,0.66987,0.64463
0.57842,0.52582,0.86213,1.0544,0.61431,0.6104,1.0002,0.88747,1.1725,1.0436,0.73544,0.75702
0.66777,0.56734,0.51198,0.69804,0.42948,0.50705,1.0203,0.92015,0.74327,0.66466,0.61255,0.66344
0.56947,0.43761,0.37881,0.54439,0.33705,0.39377,0.78622,0.66227,0.44434,0.38725,0.36201,0.49571
0.44847,0.29729,0.40837,0.53229,0.28578,0.31005,0.52728,0.48684,0.3575,0.3639,0.35071,0.55483
0.35426,0.26775,0.27745,0.33312,0.1928,0.19102,0.39617,0.50787,0.31395,0.35521,0.33517,0.49352
0.46896,0.56221,0.73531,0.551,0.42854,0.48378,0.38952,0.41964,0.48815,0.52336,0.51053,0.5008
0.66838,1.0419,1.1554,1.6664,2.2648,1.5018,1.1796,1.0353,1.2582,1.0993,0.86723,0.78151
0.42551,0.44861,0.43666,0.42364,0.32008,0.56638,0.84428,0.4877,0.47947,0.43081,0.35744,0.30243
0.43724,0.29245,0.28351,0.29733,0.22149,0.33835,0.66128,0.48517,0.29252,0.24236,0.21733,0.24913
0.36387,0.27813,0.27796,0.22298,0.14182,0.33705,0.5284,0.50341,0.5019,0.36949,0.3597,0.32277
0.50569,0.45542,0.38936,0.38076,0.23305,0.4518,0.83893,0.671,0.80103,0.77976,0.52408,0.49265
0.46589,0.39138,0.37065,0.37649,0.22405,0.45928,0.51532,0.77071,1.2284,1.0632,0.67833,0.62059
0.56204,0.31952,0.24808,0.25456,0.13436,0.38321,0.64501,0.60958,0.48439,0.4612,0.44083,0.5165
0.51707,0.2727,0.19856,0.19686,0.10439,0.29692,0.4771,0.47421,0.28974,0.34431,0.37241,0.51866
1.3666,1.1486,1.0712,0.96766,0.88885,0.92459,1.0701,1.0258,0.88041,0.82856,0.84815,0.81917
17.516,9.422,10.128,9.3088,7.8406,6.6501,9.3297,11,16.167,18.617,12.955,10.768
3.3852,2.7224,4.0623,2.9352,3.1102,2.9779,4.7718,4.2489,2.9323,4.0958,4.0958,3.9234
1.5843,1.2623,1.5348,2.2366,2.2734,1.7226,3.1854,2.3408,1.5672,1.3497,1.2666,1.2276
0.80101,0.83511,1.0397,1.1316,0.65749,0.83806,1.8703,1.1452,0.8994,1.0967,0.52275,0.33486
0.5192,0.49717,0.3862,0.56184,0.42822,0.50419,1.0194,0.70744,0.50586,0.4156,0.32173,0.31348
0.66041,0.49273,0.67506,0.6884,0.39954,0.53495,0.85517,0.82633,0.92952,0.78154,0.57204,0.52534
0.51954,0.48045,0.52584,0.62944,0.3979,0.51375,1.071,0.79139,0.70996,0.57345,0.51003,0.51471
0.70901,0.62457,0.41129,0.4723,0.36241,0.33061,0.83882,0.82733,0.99672,0.85342,0.6014,0.56512
0.3655,0.32691,0.39172,0.4424,0.2506,0.2788,0.63055,0.69776,0.46831,0.33755,0.37926,0.50992
0.55087,0.33615,0.27572,0.28668,0.18408,0.28937,0.61511,0.53855,0.3131,0.28743,0.33606,0.53586
0.30492,0.28182,0.24938,0.26987,0.14598,0.231,0.49518,0.47331,0.25992,0.21857,0.30756,0.40796
0.36169,0.27125,0.26053,0.24184,0.1259,0.20473,0.41432,0.43651,0.24802,0.30152,0.35939,0.40099
0.87003,1.1532,1.424,1.6136,2.062,1.6024,0.90941,1.1812,1.2603,1.0071,0.85969,0.73157
0.85703,0.76843,0.60545,0.6271,0.61466,0.63816,0.68123,0.56644,0.47256,0.53723,0.49942,0.47569
0.60631,0.33118,0.31763,0.36878,0.2481,0.25017,0.54357,0.45859,0.26211,0.29619,0.31068,0.38769
0.43641,0.27091,0.2356,0.21132,0.13258,0.22578,0.48792,0.58662,0.27317,0.21059,0.30508,0.36962
0.82532,0.48551,0.48544,0.41972,0.23891,0.42342,0.66152,0.64176,0.93104,0.88789,0.58645,0.53649
0.62889,0.42837,0.42708,0.39821,0.24492,0.40352,0.77363,0.68442,0.99614,0.86581,0.61796,0.57109
0.44294,0.42645,0.33285,0.25738,0.20196,0.25443,0.44873,0.69868,0.5978,0.55777,0.48587,0.4456
0.28896,0.2791,0.25663,0.21685,0.12575,0.21675,0.40614,0.52321,0.32902,0.32969,0.34111,0.39125
3.7716,3.1388,3.1287,2.6175,2.3716,2.1355,2.4243,2.5904,2.6915,2.6032,2.3577,1.9531
13.39,6.8298,8.3456,12.285,13.376,10.192,10.593,10.056,14.175,15.218,8.063,6.817
2.659,1.6215,2.4101,2.5554,3.087,3.1423,5.5156,4.748,2.5784,2.5787,3.8605,4.5457
10.713,7.3887,4.9936,4.4538,4.3171,4.7246,12.24,8.0282,5.9132,9.4281,9.2796,13.763
4.4513,4.8556,4.4559,5.0776,6.4729,6.8481,8.0202,8.2623,7.4027,6.2175,5.4626,3.5621
2.6226,2.9306,2.734,6.901,8.1164,13.394,19.034,7.3434,4.029,4.3337,4.7276,3.9907
8.3448,8.6092,6.8339,7.6308,6.7297,11.112,13.032,5.6642,5.3791,6.0741,5.7783,4.4074
4.7676,5.5035,6.5048,5.7781,6.5459,9.796,10.486,6.3875,6.1086,4.9638,3.8379,3.0252
16.366,11.4,13.578,16.284,15.108,10.221,8.4077,11.44,15.802,16.941,10.114,8.7878
5.6488,4.2453,5.5492,5.5183,5.9639,5.6738,7.121,5.4959,3.2173,4.7667,5.1854,4.7143
3.3333,3.6788,4.5707,4.4971,5.5657,3.5623,5.6277,4.3531,2.4877,2.3348,2.8766,2.866
3.8751,2.7708,3.4233,4.2391,5.1662,2.8995,2.3991,2.6782,2.0538,2.8566,2.2506,2.5342
2.4484,2.2332,1.8218,3.4486,3.9589,2.1372,1.967,1.6472,1.5245,1.5923,1.7115,1.568
2.3044,1.751,1.9152,2.9702,2.951,1.8834,2.2038,1.7408,1.6415,2.1725,1.8827,2.033
1.126,1.3279,1.468,2.3762,2.0321,1.5176,1.7131,1.4663,1.2389,0.99879,1.5094,1.5047
1.0643,0.84816,1.1187,2.0726,1.6632,1.3761,1.5066,1.1202,1.1478,1.0903,1.4116,1.539
1.3967,1.2368,1.3804,1.8114,1.8412,1.3148,1.2518,0.83694,1.078,1.2497,1.3896,1.3074
0.74976,0.78246,1.1825,1.6871,1.9749,0.96366,1.1537,1.0606,1.0303,1.2789,1.1378,1.2041
1.2131,0.84756,0.88249,1.4688,1.7023,1.1235,1.4063,1.2194,1.1567,1.1358,1.1344,1.0341
0.93342,0.92965,0.75275,0.98055,1.3151,0.76598,0.91565,0.95911,1.2793,1.4741,1.0676,1.062
0.8051,0.71871,0.60724,1.1409,0.94897,0.54763,0.54587,0.96844,0.69792,0.74049,0.788,0.89696
0.90692,0.79467,0.56981,0.95778,0.85484,0.51762,0.58038,0.73242,0.57333,0.61481,0.69693,0.88079
0.58339,0.5784,0.48402,0.76888,0.73334,0.57607,0.50527,0.58706,0.45035,0.42203,0.64524,0.89841
0.64787,0.46988,0.45909,0.57235,0.53709,0.36438,0.4339,0.75703,0.45657,0.49346,0.4988,0.67074
0.51361,0.57463,0.66768,0.65951,0.60844,0.45432,0.72666,0.8876,1.1737,1.0189,0.91421,0.84782
0.63278,0.47484,0.42729,0.51448,0.54414,0.50918,0.69397,0.50039,0.5487,0.50935,0.61983,0.50009
0.39666,0.36255,0.38449,0.41127,0.47002,0.45049,0.70247,0.47628,0.4203,0.39526,0.54318,0.48516
0.40936,0.31223,0.37887,0.47926,0.47937,0.42876,0.6134,0.53195,0.36674,0.29303,0.41995,0.49063
0.62974,0.51405,0.54664,0.56063,0.38703,0.56032,0.79143,0.71178,0.98434,0.91928,0.6444,0.58465
0.70788,0.41855,0.41597,0.49965,0.41301,0.50891,0.6532,0.74482,1.0092,0.8776,0.69689,0.76027
0.64151,0.46,0.30509,0.38679,0.32332,0.50299,0.89313,0.82527,0.6949,0.66403,0.65936,0.79176
0.65827,0.38542,0.26196,0.27692,0.25924,0.40979,0.70571,0.68705,0.42668,0.46875,0.51903,0.66561
0.4239,0.29187,0.26288,0.34885,0.25119,0.26029,0.45522,0.47952,0.31866,0.30201,0.41765,0.62054
12.969,9.6494,10.71,10.418,8.6097,4.0496,6.0056,9.8591,12.459,11.855,9.2076,6.6526
6.0571,4.6685,5.3869,6.0747,8.0444,7.5107,7.5077,4.8214,6.2262,7.8978,6.01,4.4126
1.591,1.3973,2.2973,3.1297,3.0848,2.7187,4.3575,3.1926,2.4632,2.0692,1.601,1.7901
0.71308,0.91458,1.0701,1.3118,0.9398,1.0991,2.4584,1.9115,1.4231,1.2599,0.79612,0.50134
0.68256,0.687,0.61638,0.83032,0.67934,0.69185,1.2733,0.71801,0.51325,0.50207,0.37136,0.36401
0.45216,0.47938,0.74688,0.74141,0.47122,0.52597,0.98715,0.79321,0.64074,0.48591,0.40735,0.4264
0.50669,0.50007,0.54628,0.67866,0.43869,0.54649,1.1287,0.86548,0.82796,0.79622,0.55544,0.54602
0.45098,0.48567,0.51364,0.57547,0.40008,0.52777,0.62489,0.76739,1.2619,1.1331,0.7052,0.66235
0.56434,0.37214,0.39816,0.4767,0.26543,0.43774,0.75035,0.67274,0.50472,0.44874,0.45062,0.58074
0.4961,0.29953,0.22573,0.29218,0.20723,0.33086,0.53013,0.49678,0.33542,0.39474,0.41931,0.57837
1.373,1.16,1.0572,0.96341,0.93669,0.92187,1.0874,1.0294,0.88474,0.84641,0.8624,0.86201
17.477,9.4237,10.164,9.3414,7.8861,6.6506,9.3139,11.001,16.194,18.666,12.979,10.776
15.187,10.049,12.198,9.1912,6.0895,4.9526,6.693,8.3748,14.121,14.474,13.417,7.6399
6.8703,5.993,7.1974,6.6722,4.8209,3.1755,4.1011,3.6756,6.9747,9.2834,6.8578,4.6688
1.9774,1.517,2.2932,1.8276,1.1845,1.5729,3.2388,2.4289,2.3116,2.6464,1.9191,1.7773
0.98223,1.0621,1.091,1.2964,0.88424,0.88831,2.2371,2.0172,1.4109,1.3524,0.75669,0.42784
